file	line	verdict	decls	how	quote
docs/belief-mechanisation-index.md	68	proved	visible_gap_zero,interd_gap_zero_top	near	classes are proved visible (`⊤`, `t₁`, `t₂`, `t₄`, `t₆`). `docs/rn-explorer.html`
docs/belief-mechanisation-index.md	69	PROVED		none	"v12 says ""six points PROVED visible"" and should be corrected to five."
docs/belief-paper-draft.md	11	machine-checked		none	Every mathematical claim is machine-checked in the Lean 4 + Mathlib
docs/belief-paper-draft.md	25	machine-checked		none	machine-checked results. On the negative side, over classical logic the
docs/belief-paper-draft.md	53	provable		none	found by the failure, itself provable, of the theorems we first
docs/belief-paper-draft.md	103	machine-checked		none	machine-checked, in a Lean 4 formalisation that also contains the whole
docs/belief-paper-draft.md	140	proved	Tm,SC	near	all four are proved equivalent, cut elimination, the disjunction
docs/belief-paper-draft.md	236	machine-checked		none	machine-checked as a theorem *about* the system
docs/belief-paper-draft.md	321	machine-checked	bite_uniform_split	near	machine-checked; we state them in narrative order.
docs/belief-paper-draft.md	368	provable		none	the other at the ⊃-clause — completeness of PLL for ⊩ˢ is not provable
docs/belief-paper-draft.md	600	refuted	emitter_completeness	line	`emitter_completeness`). *Every underivable sequent is refuted at a
docs/belief-paper-draft.md	651	machine-checked		none	is itself machine-checked: a proof assistant's import graph is acyclic
docs/belief-paper-draft.md	709	kernel-checked		none	kernel-checked certificate
docs/belief-paper-draft.md	789	kernel-checked		none	the kernel-checked proof term
docs/belief-paper-draft.md	808	machine-checked	ob_strength	near	records — it was one of the development's early machine-checked
docs/belief-paper-draft.md	850	conjecture		none	adds idempotence; we conjecture PLL-◯ is exactly IEL⁻ extended by
docs/belief-paper-draft.md	857	machine-checked	force_somehow_iff_notnot	near	fallible worlds, ◯M is forced exactly where ¬¬M is (machine-checked,
docs/belief-paper-draft.md	864	machine-checked		none	the artefact contains a machine-checked counterexample to the published
docs/belief-paper-draft.md	886	refuted		none	(refuted; the reformulation became the squeeze), the claim that ◯ is
docs/belief-paper-draft.md	887	refuted		none	not a normal modality (refuted; it is normal, every nucleus validating
docs/belief-paper-draft.md	909	machine-checked		none	its machine-checked status, with axiom audits recorded per theorem —
docs/belief-paper-draft.md	914	kernel-checked		none	artefact's history. The kernel-checked artefact is indifferent to the
docs/belief-paper-draft.md	918	machine-checked	CITATION.cff	near	On routes to publication for machine-checked mathematics by
docs/belief-paper-selection.md	32	machine-checked		none	1. **The machine-checked mandate** (handover §0(a)): a result is citable as
docs/belief-paper-selection.md	65	refuted	strategy_dist_refuted	line	| §5 distribution refuted for ⊩ˢ | `strategy_dist_refuted` | clean |
docs/belief-paper-selection.md	109	refuted	nucleus_himp_le,nucleus_top	line	"| Normality (K), ◯⊤=⊤ | `nucleus_himp_le`, `nucleus_top` | clean | prose (§9 mentions the refuted ""not normal"") | prose+app |"
docs/belief-paper-selection.md	172	conjecture	HagemeierKirst2022,Valliappan2026,Abadi2006,GargAbadi2008,BaltagBezhanishviliOzgunSmets2016,DoczkalSchwinghammer2009,Lindley2005	near	... | 202 w | keep; open list stays: PLLᵘ axiomatisation, IEL⁻+idempotence conjecture, Kleene-algebra instantiation, tripos formulation, uniform interpolation (OPEN — ...
docs/belief-paper-selection.md	172	OPEN	HagemeierKirst2022,Valliappan2026,Abadi2006,GargAbadi2008,BaltagBezhanishviliOzgunSmets2016,DoczkalSchwinghammer2009,Lindley2005	near	... list stays: PLLᵘ axiomatisation, IEL⁻+idempotence conjecture, Kleene-algebra instantiation, tripos formulation, uniform interpolation (OPEN — distinct from the mechanised Craig) |
docs/belief-paper-selection.md	181	OPEN		none	remains OPEN *while ordinary interpolation is settled*.
docs/belief-paper-selection.md	185	OPEN		none	`decide`-grade 4-chain/2×2 — **OPEN, new mechanisation**, D3).
docs/belief-paper-selection.md	263	proved		none	under a formally combined spec, ◯(out=spec) proved there, evidence
docs/belief-paper-selection.md	266	proved		none	proved; the applications draft gains Matthew's composition
docs/belief-paper-selection.md	268	proved		none	FURTHER (2026-07-19 late): confluent-frame COMPLETENESS proved on
docs/bilax-b-report.md	91	refuted		none	non-theorems. Verdicts certificate-only: KILL = every premise refuted
docs/bilax-b-report.md	92	PROVED		none	by a battery model while the conclusion is PROVED by the searcher.
docs/bilax-b-report.md	103	provable		none	`◯◯p ⊃ ◯p` is provable, and `w1` is a non-theorem while `¬¬◯w1` is
docs/bilax-b-report.md	104	provable		none	provable. Two of five natural candidates fall to the first screen,
docs/bilax-b-report.md	110	conjecture		none	Łukasiewicz's conjecture, so its silence here is the expected shape of
docs/bilax-b-report.md	148	unverified		none	not from the literature, and unverified): F&M's context-completeness
docs/bilax-b-report.md	166	machine-checked		none	The internalisation (a) is real and now machine-checked, and it is the
docs/bilax-b-report.md	172	proved		none	would be proved complete, plus one clean internalisation theorem. It
docs/bilax-b-report.md	207	provable	LK,LDJ	near	field's coherence principle: *if a formula is a theorem (provable)
docs/bilax-plan.md	5	PROVED		none	[H§n]). Status discipline as everywhere in this repo: PROVED /
docs/bilax-plan.md	6	REFUTED		none	REFUTED / OPEN, with screens before proof builds (repo CLAUDE.md,
docs/bilax-plan.md	6	OPEN		none	REFUTED / OPEN, with screens before proof builds (repo CLAUDE.md,
docs/bilax-plan.md	94	proved	ConstraintModel	near	## 4. Semantics: the design space, screened before anything is proved
docs/bilax-plan.md	124	proved	force_of_fallible	line	clause) unpatched; `force_of_fallible` is proved for the FORWARD
docs/bilax-plan.md	208	machine-checked		none	targets, in order: (i) soundness (round 1, machine-checked);
docs/bilax-plan.md	220	machine-checked	BiLaxND,BiLaxSC	line	1. **Soundness, machine-checked and pinned**: `BiLaxND` and `BiLaxSC`
docs/bilax-plan.md	321	REFUTED	Rc,Rm	line	`Rc` (the first design — `◯∃` along `Rm` — was REFUTED by its own
docs/bilax-plan.md	329	kernel-checked	checkB,toHintikka	near	kernel-checked at `[propext, Quot.sound]`. Two calibrations wired
docs/bilax-round1-report.md	14	PROVED	BiModel	near	> Everything stated below as PROVED is proved. The semantic package
docs/bilax-round1-report.md	14	proved	BiModel	near	> Everything stated below as PROVED is proved. The semantic package
docs/bilax-round1-report.md	17	proved	BiModel	near	> rejection calculus must be proved complete against, and stands.
docs/bilax-round1-report.md	24	PROVED	lean_lib	near	Status words used precisely: PROVED (sorry-free + pinned `#print axioms`),
docs/bilax-round1-report.md	24	sorry-free	lean_lib	near	Status words used precisely: PROVED (sorry-free + pinned `#print axioms`),
docs/bilax-round1-report.md	25	REFUTED	lean_lib	near	REFUTED (certificate), OPEN.*
docs/bilax-round1-report.md	25	OPEN	lean_lib	near	REFUTED (certificate), OPEN.*
docs/bilax-round1-report.md	27	REFUTED	Rm	near	## 0. The headline finding: the first design was REFUTED by its own screens
docs/bilax-round1-report.md	67	PROVED	Rc,bforce_hered	near	PROVED and pinned** (all `[propext, Classical.choice, Quot.sound]` or cleaner):
docs/bilax-round1-report.md	122	PROVED	biLaxL_sound,LSeq.Valid	line	PROVED and pinned**: `biLaxL_sound` (all 28 rules, over the `LSeq.Valid`
docs/bilax-round1-report.md	159	OPEN	BiLaxL	line	Cut admissibility for `BiLaxL`** — OPEN. The plan's §6.2(ii) obligation.
docs/bilax-round1-report.md	160	machine-checked	BiLaxL	near	Negri's standard argument should transcribe; until it is machine-checked, no
docs/bilax-round1-report.md	162	OPEN		none	`BiLaxND ⊣⊢ BiLaxL`** — OPEN, and coupled to the above (the ND→labelled
docs/bilax-round1-report.md	166	proved	emb_sound,LaxND	near	the labelled calculus is the natural search vehicle (round 2). What IS proved
docs/bilax-round1-report.md	193	refuted	BiModel	near	truth lemma: `fm A` on the left ⟹ forced; on the right ⟹ refuted. The
docs/bilax-round2-report.md	44	proved	BiModel	near	> collapse refutation) — a rejection calculus is proved complete
docs/bilax-round2-report.md	50	machine-checked		none	> The technical claims below are all still TRUE and machine-checked.
docs/bilax-round2-report.md	58	PROVED		none	PROVED = sorry-free + pinned `#print axioms`; OPEN = stated as such.*
docs/bilax-round2-report.md	58	sorry-free		none	PROVED = sorry-free + pinned `#print axioms`; OPEN = stated as such.*
docs/bilax-round2-report.md	58	OPEN		none	PROVED = sorry-free + pinned `#print axioms`; OPEN = stated as such.*
docs/bilax-round2-report.md	80	proved	BiLaxND	line	soundness of `BiLaxND` (already proved) converts a model into
docs/bilax-round2-report.md	95	refuted	Hintikka.truth,Hintikka.not_biLaxND,not_biConsequence	near	their label, right formulas refuted there. **PROVED, and it
docs/bilax-round2-report.md	95	PROVED	Hintikka.truth,Hintikka.not_biLaxND,not_biConsequence	near	their label, right formulas refuted there. **PROVED, and it
docs/bilax-round2-report.md	110	PROVED	not_derivable_negOBot	near	Calibrations** (both PROVED, hand-built branches):
docs/bilax-round2-report.md	124	PROVED	checkB,toHintikka,not_laxND_of_check	near	`checkB = true` certificate into the real structure (PROVED, all
docs/bilax-round2-report.md	137	OPEN		none	The automated searcher** — OPEN. The checker makes any search
docs/bilax-round2-report.md	153	OPEN		none	Cut admissibility and `BiLaxND ⊣⊢ BiLaxL`** — still OPEN, and now
docs/calculus-formalisation-method.md	44	sorry-free		none	### 2. Implement the calculus sorry-free
docs/calculus-formalisation-method.md	55	refuted		none	refuted twice (v2 read a bounded searcher, so budget failure admitted
docs/calculus-formalisation-method.md	101	refuted	CLAUDE.md	near	Three certified cells refuted FRJ◯'s soundness statement in minutes;
docs/calculus-formalisation-method.md	104	sorry-free		none	Deliverable:** the two theorems, sorry-free, `#print axioms` pinned and
docs/calculus-formalisation-method.md	105	PROVED		none	transcribed verbatim. PROVED / REFUTED / OPEN kept rigidly distinct.
docs/calculus-formalisation-method.md	105	REFUTED		none	transcribed verbatim. PROVED / REFUTED / OPEN kept rigidly distinct.
docs/calculus-formalisation-method.md	105	OPEN		none	transcribed verbatim. PROVED / REFUTED / OPEN kept rigidly distinct.
docs/calculus-formalisation-method.md	128	unverified		none	a claim. This is what makes it legitimate to run an unverified,
docs/calculus-formalisation-method.md	129	machine-checked		none	efficient search and still report a machine-checked result.
docs/calculus-formalisation-method.md	155	PROVED	bridge_iff	line	| 3 Results | soundness + completeness PROVED; `bridge_iff` a genuine biconditional | completeness proved, soundness REFUTED | in progress ...
docs/calculus-formalisation-method.md	155	proved	bridge_iff	line	... 3 Results | soundness + completeness PROVED; `bridge_iff` a genuine biconditional | completeness proved, soundness REFUTED | in progress |
docs/calculus-formalisation-method.md	155	REFUTED	bridge_iff	line	... 3 Results | soundness + completeness PROVED; `bridge_iff` a genuine biconditional | completeness proved, soundness REFUTED | in progress |
docs/calculus-map.md	7	proved		none	lives, what is proved about it here, and what depends on it.
docs/calculus-map.md	46	machine-checked	G4iLL	line	Status here**: **`G4iLL` is machine-checked INCOMPLETE for PLL**, and
docs/calculus-map.md	50	conjecture	SC,G4	near	contraction fails. The shape is Howe's (MSCS 2001, §5), so his conjecture that
docs/calculus-map.md	67	sorry-free	G4c.cut	line	Status here**: unconditional and sorry-free — cut (`G4c.cut`), full
docs/calculus-map.md	97	proved	derivUNoFall_iff_infallible_valid	near	"models with F = ∅"", proved there by the same route (discard the unreachable"
docs/calculus-map.md	148	provable	laxOf,eSound,aSound,interp_pfree	near	provable implicational `φ`.
docs/calculus-map.md	150	PROVED	aSound,interp_pfree	line	(`aSound`) — is PROVED outright**, together with `interp_pfree` (the
docs/calculus-map.md	153	sorry-free	satA2	line	(`satA2`) — is sorry-free and machine-checked but CONDITIONAL** on a single
docs/calculus-map.md	153	machine-checked	satA2	line	(`satA2`) — is sorry-free and machine-checked but CONDITIONAL** on a single
docs/calculus-map.md	158	OPEN	CimpAnt	line	interpolation for PLL is OPEN and is not claimed**: it needs `CimpAnt`
docs/calculus-map.md	160	PROVED	CimpAnt,negOfO,bridge_iff	near	Focalization for PLL — once the other half of this — is PROVED**
docs/calculus-map.md	198	PROVED	gbuC_complete	block	PLL PROVED (2026-08-31)**:
docs/calculus-map.md	210	PROVED	LaxND	line	Syntactic soundness for `LaxND` PROVED (2026-09-02)**, the partner
docs/calculus-map.md	309	PROVED	semExC_upper,semExC_adjunction,SemExC1Definable,DerivU	line	| the 1-pv ∃p wrapper: `semExC_upper`/`semExC_adjunction` PROVED; the amalgamation conditional on `ClosedCollapse 6` — REFUTED-in-spirit (no collapse ≤ 7; `R₀ ...
docs/calculus-map.md	309	REFUTED	semExC_upper,semExC_adjunction,SemExC1Definable,DerivU	line	... ∃p wrapper: `semExC_upper`/`semExC_adjunction` PROVED; the amalgamation conditional on `ClosedCollapse 6` — REFUTED-in-spirit (no collapse ≤ 7; `R₀ = 5` refuted ...
docs/calculus-map.md	309	refuted	semExC_upper,semExC_adjunction,SemExC1Definable,DerivU	line	... `ClosedCollapse 6` — REFUTED-in-spirit (no collapse ≤ 7; `R₀ = 5` refuted outright), so the kernels stand OPEN; `SemExC1Definable` OPEN ...
docs/calculus-map.md	309	OPEN	semExC_upper,semExC_adjunction,SemExC1Definable,DerivU	line	... ≤ 7; `R₀ = 5` refuted outright), so the kernels stand OPEN; `SemExC1Definable` OPEN | `DerivU` + confluent constraint models ...
docs/calculus-map.md	323	proved		none	proved about them are ours. None of that appears in
docs/catpart-lean-design.md	350	proved	flagged_not_in_admissible_frame,FlaggedFrame	near	category's choice — proved above
docs/catpart-lean-design.md	456	unverified	AdmissibleFrame	near	1. **Verified-output, unverified-construction**: build `S` by an ordinary
docs/catpart-lean-design.md	463	kernel-checked	Decidable	near	proof-search tooling (untrusted search, trusted, kernel-checked
docs/catpart-lean-design.md	595	unverified	Coverable,IsTWaySelection	near	"definitions and the ""verified-output, unverified-construction"" posture"
docs/chain-strictness.md	5	proved		none	## The statement to be proved
docs/chain-strictness.md	44	sorry-free	PLLKripke.soundness	line	Soundness** (`PLLKripke.soundness`, sorry-free): a natural-deduction
docs/chain-strictness.md	58	proved	force_oBot,Skel.transfer	near	exactly for `w ∈ U`. Two facts are already proved for it:
docs/chain-strictness.md	72	proved	Skel.box_force	line	This is `Skel.box_force` below, proved once for all skeletons and all
docs/chain-strictness.md	111	CONJECTURED	force_oBot	near	for `k ≥ 2` the world `1` witnesses that it does not. CONJECTURED
docs/chain-strictness.md	117	sorry-free		none	Everything below is to be sorry-free with pinned axiom audits;
docs/chain-strictness.md	118	kernel-checked		none	searcher output, if any is used, enters only as kernel-checked pinned
docs/chain-strictness.md	119	PROVED		none	terms. PROVED / REFUTED / OPEN kept distinct throughout; the
docs/chain-strictness.md	119	REFUTED		none	terms. PROVED / REFUTED / OPEN kept distinct throughout; the
docs/chain-strictness.md	119	OPEN		none	terms. PROVED / REFUTED / OPEN kept distinct throughout; the
docs/chain-strictness.md	120	conjecture		none	conjecture above stays labelled OPEN until the second lift is built.
docs/chain-strictness.md	120	OPEN		none	conjecture above stays labelled OPEN until the second lift is built.
docs/chain-strictness.md	127	sorry-free		none	second lift) both compiled on first attempt, sorry-free, audits
docs/checkclosed-checks.md	47	PROVED	joinAt,joinOr,ctxAt_sub,ctxOr_sub	line	... | cliques of stored irregular rows with distinct goals: arity ≤ |Sf^R| | B1: `ctxAt_sub`, `ctxOr_sub` PROVED | reduced |
docs/checkclosed-checks.md	48	proved	joinCirc	line	... same | B1 by induction on formula size: PLAUSIBLE, cell passes, NOT yet proved (§3) | build item 1 |
docs/checkclosed-checks.md	49	PROVED	joinAtF,joinOrF,joinCtxAtF_sub,joinCtxOrF_sub	line	| `joinAtF`, `joinOrF` | irregular families | same | B1: `joinCtxAtF_sub`, `joinCtxOrF_sub` PROVED | reduced |
docs/checkclosed-checks.md	50	PROVED	joinAtP,joinOrP,joinCircP,joinCtxAtP_sub,joinCtxOrP_sub,joinCtxAtP_cut,joinCtxOrP_cut	line	... cliques × promise sub-families of size ≤ |Ĝ^◯| | B1: `joinCtxAtP_sub`, `joinCtxOrP_sub`; B2′: `joinCtxAtP_cut`, `joinCtxOrP_cut`, all PROVED | reduced |
docs/checkclosed-checks.md	81	refuted		none	antecedent refuted only via the kept link `L`, `L`'s via an atom and
docs/checkclosed-checks.md	85	proved	RefAt	near	2026-09-01 with Matthew's sign-off), so the lemma must be proved for
docs/checkclosed-checks.md	96	REFUTED	b2_naive_refuted	line	(hit `⋃Ξ^◯` only) was REFUTED by `b2_naive_refuted`. Survives.
docs/checkclosed-checks.md	145	PROVED	joinCirc	near	not PROVED.
docs/checkclosed-checks.md	157	sorry-free		none	All six items of §6 are built, sorry-free, pins `[propext, Quot.sound]`
docs/checkclosed-checks.md	162	PROVED	joinCirc,ctxOr_sub_relaxed,j2r_comp,Clo,RefAt	line	... | B1 for the relaxed `joinCirc` (`ctxOr_sub_relaxed`, `j2r_comp`), by formula-size induction with `Clo`/`RefAt` certificate transfer | `wip/b1b2_relaxed.lean` | PROVED |
docs/checkclosed-checks.md	163	PROVED	Shape.toDistinct	line	... + hypothesis + one B1 step), iterated to an injective `e` with pairwise distinct goals | `wip/dbclosed_dg.lean` | PROVED |
docs/checkclosed-checks.md	164	PROVED	hittingCut	line	| 3 | `hittingCut`: the promise sub-family of size ≤ `(dedupF (gCirc G)).length` | `wip/b1b2_hitting.lean` | PROVED |
docs/checkclosed-checks.md	165	PROVED	DBClosedDG	line	... arity, the thirteen others verbatim) and `dbClosed_of_dg : DBClosedDG G db → DBClosed G db` | `wip/dbclosed_dg.lean` | PROVED |
docs/checkclosed-checks.md	166	PROVED	chkScan,chkScan_sound,chkJoins,famsDG,dbClosed_of_check	line	... chkJoins`, `checkClosed_sound : checkClosed G db = true → DBClosedDG G db`, `dbClosed_of_check` | `wip/check_scan.lean`, `wip/check_join.lean`, `wip/check_closed.lean` | PROVED |
docs/checkclosed-checks.md	200	PROVED	joinCirc	line	B1 for the relaxed `joinCirc`: PROVED (item 1).
docs/checkclosed-checks.md	201	PROVED	joinCirc	near	`DBClosedDG → DBClosed`: PROVED (item 4).
docs/collaboration-notes.md	43	machine-checked		none	a normal modality — was machine-checked the next day. The same
docs/collaboration-notes.md	44	OPEN		none	"instinct, aimed at a plan rather than a claim: ""surely OPEN 5 and OPEN"
docs/collaboration-notes.md	59	kernel-checked		none	searcher: untrusted search, kernel-checked term.
docs/collaboration-notes.md	65	machine-checked	Quot.sound	near	draft — the mandate that nothing be asserted beyond its machine-checked
docs/collaboration-notes.md	95	refuted		none	"valid in PLL"" (machine-confirmed: it forces ◯∨-distribution, refuted);"
docs/collaboration-notes.md	138	proved		none	LEGO defeat (Kleene–Brouwer well-foundedness, now proved with *no
docs/collaboration-notes.md	144	proved		none	§6 completeness sketch; a forgotten already-proved decidability theorem
docs/collaboration-notes.md	155	REFUTED		none	"(""shouty REFUTED"", and ""'promise' is a verb, not an adjective in UK"
docs/collaboration-notes.md	163	OPEN		none	together*: the mechanised decidability theorem was filed as OPEN in
docs/collaboration-notes.md	175	proved		none	"the wip/library promotion gate (""We will never claim we've proved"
docs/collaboration-notes.md	176	PROVED		none	"anything formally in wip""), the PROVED/REFUTED/OPEN discipline — is"
docs/collaboration-notes.md	176	REFUTED		none	"anything formally in wip""), the PROVED/REFUTED/OPEN discipline — is"
docs/collaboration-notes.md	176	OPEN		none	"anything formally in wip""), the PROVED/REFUTED/OPEN discipline — is"
docs/collaboration-notes.md	178	refuted		none	mechanised proof refuted the statement being attempted (◯-normality;
docs/collaboration-notes.md	194	kernel-checked		none	discoveries made inside those constraints; and the kernel-checked
docs/collaboration-notes.md	211	conjectures		none	bandwidth at a higher exchange rate: sharper conjectures in, less
docs/commentary.md	19	kernel-checked		none	1. **G4iLL is incomplete for PLL.** The kernel-checked separating
docs/commentary.md	28	conjecture		none	identified (MSCS 11(4), 2001, §5); his conjecture that lax logic has
docs/commentary.md	37	proved	G4h,G4c	near	weakening, admissible contraction *proved before cut and without cut
docs/commentary.md	50	conjecture		none	Howe's conjecture but as a *localization theorem*: contraction-freeness
docs/commentary.md	128	kernel-checked		none	(`PLLG4Gap.lean`, `theorem sep_SC`, kernel-checked).
docs/commentary.md	139	refuted		none	Both offered subgoals are refuted by a concrete three-element nucleus
docs/commentary.md	143	machine-checked	PLLG4Gap.sep_not_G4	near	countermodel is explanatory, not load-bearing: the machine-checked
docs/commentary.md	173	machine-checked	two_copies_G4	near	the sharp form of the failure, and it is machine-checked as an explicit
docs/commentary.md	193	proved		none	Cor 8.1) is proved *through* the claimed G4iLL = G3iLL equivalence. With
docs/commentary.md	207	refuted		none	determines *which* statement is refuted and how.
docs/commentary.md	219	refuted		none	theorem is refuted outright.
docs/commentary.md	317	proved	SCh,SC	near	proved *height-preserving*, after which contraction and cut run on the
docs/commentary.md	485	proved	SelfAbsorb	line	### 5.8 The summit: `SelfAbsorb` proved outright
docs/commentary.md	567	conjectured		none	Strong Howe stands, and is supported.** Howe conjectured that no
docs/commentary.md	653	proved	G4h	line	every lemma proved *by induction* is stated at `G4h` and re-exported at
docs/commentary.md	655	proved	G4h	line	weakening, every inversion) are proved height-*preserving* on `G4h`;
docs/commentary.md	678	machine-checked		none	`#guard_msgs` axiom audits as machine-checked documentation.** Every
docs/commentary.md	703	proved	trace_state	near	not what is proved.
docs/confluent-ui-plan.md	60	provable		none	## 2. Metatheory: what is provable, what is assumed
docs/confluent-ui-plan.md	64	PROVABLE	G4hf,distL,force_dist_elim,force_somehow_or_dist_of_confluent	line	| **Soundness** `G4cf Γ C → confluent-valid` | PROVABLE. Induction on `G4hf`; the 17 shared cases mirror the existing G4c ...
docs/confluent-ui-plan.md	64	PROVED	G4hf,distL,force_dist_elim,force_somehow_or_dist_of_confluent	line	... mirror the existing G4c soundness, the `distL` case is `force_dist_elim` (a two-line corollary of `force_somehow_or_dist_of_confluent`, PROVED in the scaffold). |
docs/confluent-ui-plan.md	65	PROVABLE	DerivU,G4cf,distF,distL,derivU_iff_confluent_valid	line	| **Completeness** `confluent-valid → G4cf Γ C` | PROVABLE via `DerivU`: `G4cf ⊇ G4c` and `G4cf` derives every `distF` instance ...
docs/confluent-ui-plan.md	81	refuted		none	`2d−1`. The repair (same-trace no-descent) is machine-refuted, and the
docs/confluent-ui-plan.md	107	PROVED	agree_iforth	line	descent (`n → n−1`, `agree_iforth`, PROVED) is the *standard* budget,
docs/cutinv-cases.md	70	proved	orR1,orR2,stabOfInvO	line	... ↑(posOfO φ ∨ posOfO ψ)`; **`stabOfInvO` is the goal-side shift-transfer lemma**, proved by a six-way split on `φ` that is ...
docs/cutinv-cases.md	165	provable	routeStab	line	`Stab Γ j P → Stab Γ j (↓↑P)`, provable by `routeStab` with the
docs/cutinv-cases.md	268	REFUTED	PolInv	line	`laxIntro (impIntro (iden …))`. So **`PolInv` as stated is REFUTED**, with
docs/cutinv-cases.md	269	kernel-checked	LaxND,IsEmpty	line	both parts kernel-checked: the `LaxND` term, and `IsEmpty` by an exhaustive
docs/cutinv-cases.md	297	REFUTED	PolInv	line	On `PolInv`.** REFUTED as stated (cells 14.1, 14.2), for a reason that has
docs/cutinv-cases.md	302	kernel-checked		none	kernel-checked focused derivation. So the cells give no evidence against
docs/cutinv-cases.md	308	kernel-checked		none	`tru`, ◯ absent: seventeen designed cells, all PASS, all kernel-checked at
docs/cutinv-cases.md	322	proved	invBranches,stableFire,upMerge,upMergeJ	line	`extract`, `invBranches`, `stableFire`, `upMerge`/`upMergeJ`), all proved
docs/cutinv-cases.md	412	REFUTED	Inv,lean_exe	near	REFUTED cells carry an exhaustive `cases`, a proof of emptiness, whereas a
docs/decider-outputs-design.md	10	PROVED		none	Register.** PROVED means sorry-free with a `#guard_msgs`-pinned
docs/decider-outputs-design.md	10	sorry-free		none	Register.** PROVED means sorry-free with a `#guard_msgs`-pinned
docs/decider-outputs-design.md	11	REFUTED	FRJWr,FRJWi	near	`#print axioms`. REFUTED means a kernel-checked countermodel exists.
docs/decider-outputs-design.md	11	kernel-checked	FRJWr,FRJWi	near	`#print axioms`. REFUTED means a kernel-checked countermodel exists.
docs/decider-outputs-design.md	12	OPEN	FRJWr,FRJWi,LaxND,G4c,SC	near	OPEN means neither. UNCERTAIN marks a statement I could not settle,
docs/decider-outputs-design.md	123	PROVED	FRJ.toPLL_ofPLL	line	... 1'' | the two are inverse | `FRJ.toPLL_ofPLL` | `∀ φ, toPLL (ofPLL φ) = φ` | PROVED, `FRJ/Bridge.lean:58` |
docs/decider-outputs-design.md	130	PROVED	FRJ.Gbu.W.decideGbuWData	line	... → GbuRC G [] G ⊕ (Σ' t Γ, FRJWr G t Γ G)` | PROVED `[propext, Quot.sound]`, `Saturate.lean:2388` |
docs/decider-outputs-design.md	138	PROVED	FRJ.W.modR_countermodel	line	... goal | `FRJ.W.modR_countermodel` | `(d : FRJWr G t Γ G) → Countermodel (modR d) G` | PROVED, `FRJ/SoundW.lean:1864` |
docs/decider-outputs-design.md	144	PROVED	FRJ.Kripke.decForce	line	... `(K) → (a : K.W) → (A : Form) → Decidable (K.force a A)` | PROVED, no axioms (`FRJ/Audit.lean:100`) |
docs/decider-outputs-design.md	145	PROVED	FRJ.not_derivable_of_countermodel	line	... `FRJ.not_derivable_of_countermodel` | `(K : Kripke) → ¬ K.valid (ofPLL φ) → ¬ Nonempty (LaxND [] φ)` | PROVED, `FRJ/Bridge.lean:136` |
docs/decider-outputs-design.md	156	PROVED		none	both PROVED `[propext, Quot.sound]`.
docs/decider-outputs-design.md	186	PROVED	Tm	line	PROVED `[propext, Quot.sound]`, are all statements about `Tm`.
docs/decider-outputs-design.md	272	PROVED		none	verdict PROVED (Gbu◯ derivation, translated to LaxND, read as a Tm)
docs/decider-outputs-design.md	313	machine-checked	ndToTm	near	and of `LaxLogic/PLL/ND/Terms.lean:60`. Neither is a machine-checked claim
docs/decider-outputs-design.md	433	PROVED	modR_countermodel	line	`modR_countermodel` (`FRJ/SoundW.lean:1864`) is the PROVED statement
docs/decider-outputs-design.md	485	PROVED	FRJ.not_derivable_of_countermodel	near	which is PROVED to depend on NO axioms at all (`FRJ/Audit.lean:100`),
docs/decider-outputs-design.md	495	kernel-checked		none	kernel-checked reason.
docs/decider-outputs-design.md	511	PROVED	Ri,Rm	near	theorem is PROVED:
docs/decider-outputs-design.md	524	REFUTED		none	`≤`-equivalence does NOT preserve `◯`-forcing. REFUTED, kernel-checked
docs/decider-outputs-design.md	524	kernel-checked		none	`≤`-equivalence does NOT preserve `◯`-forcing. REFUTED, kernel-checked
docs/decider-outputs-design.md	544	PROVED	Reject.qModel	line	`Reject.qModel` with `Reject.qBisim : Bisim N (qModel N)` PROVED at
docs/decider-outputs-design.md	685	REFUTED		none	◯p ⊃ p -- REFUTED at w0. ◯p ⊃ p -- REFUTED at w0.
docs/decider-outputs-design.md	835	OPEN	checkClosed_sound,CLAUDE.md	near	asserting the open theorem. OPEN; it gets no declaration until it
docs/decider-outputs-design.md	836	proved	CLAUDE.md	line	is proved (`CLAUDE.md` rule 1).
docs/decider-outputs-design.md	846	proved		none	| proved (t : Tm [] φ)
docs/decider-outputs-design.md	847	refuted		none	| refuted (fromCalc minimised : FRJ.Search.Tab)
docs/decider-outputs-design.md	859	proved		none	| .inl d => .proved (toPLL_ofPLL φ ▸ ndToTm (laxOfR d))
docs/decider-outputs-design.md	863	refuted	Tm.pretty,tmSnippet,svgOfTab	near	.refuted raw (raw.minimise (ofPLL φ))
docs/decider-outputs-design.md	881	PROVED	decideGbuWData,decideOfStore	line	| `decideGbuWData`, `decideOfStore` | PROVED `[propext, Quot.sound]` | `FRJ/Gbu/W/Saturate.lean:2375,2388` | -- |
docs/decider-outputs-design.md	882	PROVED	laxOfR,laxOfI	line	| `laxOfR` / `laxOfI` | PROVED | `FRJ/Gbu/LaxND.lean:70,103` | -- |
docs/decider-outputs-design.md	884	PROVED	modR,modR_countermodel	line	| `modR`, `modR_countermodel` | PROVED | `ExtractW.lean:488`, `SoundW.lean:1864` | -- |
